DATE,GDP1,GDP2,GDP3
2020/11/1,95.71599452,95.71599452,95.71599452
2020/12/1,95.5372497,95.5372497,95.5372497
2021/1/1,95.3709617,95.3709617,95.3709617
2021/2/1,95.20870654,95.20870654,95.20870654
2021/3/1,95.72892049,95.72892049,95.72892049
2021/4/1,96.24900084,96.24900084,96.24900084
2021/5/1,96.77051488,96.77051488,96.77051488
2021/6/1,97.38125032,97.38125032,97.38125032
2021/7/1,97.99395748,97.99395748,97.99395748
2021/8/1,98.59527875,98.59527875,98.59527875
2021/9/1,98.67197593,98.67197593,98.67197593
2021/10/1,98.72607925,98.72607925,98.72607925
2021/11/1,98.77542732,98.77542732,98.77542732
2021/12/1,98.82478,98.82478,98.82478
2022/1/1,99.07935171,99.00337061,98.85140841
2022/2/1,99.3832761,99.2313139,98.92738951
2022/3/1,99.68720049,99.4592572,99.00337061
2022/4/1,99.99112488,99.68720049,99.07935171
2022/5/1,100.2950493,99.91514378,99.1553328
2022/6/1,100.5989737,100.1430871,99.2313139
2022/7/1,100.9028981,100.3710304,99.307295
2022/8/1,101.2068224,100.5989737,99.3832761
2022/9/1,101.5107468,100.826917,99.4592572
2022/10/1,101.8146712,101.0548603,99.53523829
2022/11/1,102.1185956,101.2828035,99.61121939
2022/12/1,102.42252,101.5107468,99.68720049
2023/1/1,102.7264444,101.7386901,99.76318159
